,office,1_x,1_y,1_angle,2_x,2_y,2_angle,3_x,3_y,3_angle,4_x,4_y,4_angle,5_x,5_y,5_angle,size_x,size_y,aircon,ventilation,exhaust,countTimeMean_onlyFloating
office31_660_164_bout,office31,2.465,5.27,0.0,2.465,2.37,0.0,0.985,5.23,180.0,0.985,3.78,180.0,0.985,2.33,180.0,9.5,6.0,660.0,164.0,b,1577.121666666667
office31_660_246_aout,office31,2.465,5.27,0.0,2.465,2.37,0.0,0.985,5.23,180.0,0.985,3.78,180.0,0.985,2.33,180.0,9.5,6.0,660.0,246.0,a,2023.25
office31_660_246_bout,office31,2.465,5.27,0.0,2.465,2.37,0.0,0.985,5.23,180.0,0.985,3.78,180.0,0.985,2.33,180.0,9.5,6.0,660.0,246.0,b,1999.288
office31_660_82_aout,office31,2.465,5.27,0.0,2.465,2.37,0.0,0.985,5.23,180.0,0.985,3.78,180.0,0.985,2.33,180.0,9.5,6.0,660.0,82.0,a,1995.791
office31_660_82_bout,office31,2.465,5.27,0.0,2.465,2.37,0.0,0.985,5.23,180.0,0.985,3.78,180.0,0.985,2.33,180.0,9.5,6.0,660.0,82.0,b,2049.009
office31_960_0,office31,2.465,5.27,0.0,2.465,2.37,0.0,0.985,5.23,180.0,0.985,3.78,180.0,0.985,2.33,180.0,9.5,6.0,960.0,0.0,off,1829.7086666666669
office31_960_164_aout,office31,2.465,5.27,0.0,2.465,2.37,0.0,0.985,5.23,180.0,0.985,3.78,180.0,0.985,2.33,180.0,9.5,6.0,960.0,164.0,a,2161.5333333333333
office31_960_164_bout,office31,2.465,5.27,0.0,2.465,2.37,0.0,0.985,5.23,180.0,0.985,3.78,180.0,0.985,2.33,180.0,9.5,6.0,960.0,164.0,b,2580.9786666666664
office31_960_246_aout,office31,2.465,5.27,0.0,2.465,2.37,0.0,0.985,5.23,180.0,0.985,3.78,180.0,0.985,2.33,180.0,9.5,6.0,960.0,246.0,a,1855.254
office31_960_246_bout,office31,2.465,5.27,0.0,2.465,2.37,0.0,0.985,5.23,180.0,0.985,3.78,180.0,0.985,2.33,180.0,9.5,6.0,960.0,246.0,b,1946.468
office31_960_82_aout,office31,2.465,5.27,0.0,2.465,2.37,0.0,0.985,5.23,180.0,0.985,3.78,180.0,0.985,2.33,180.0,9.5,6.0,960.0,82.0,a,1270.5813333333333
office31_960_82_bout,office31,2.465,5.27,0.0,2.465,2.37,0.0,0.985,5.23,180.0,0.985,3.78,180.0,0.985,2.33,180.0,9.5,6.0,960.0,82.0,b,2097.2876666666666
office32_0_0,office32,1.235,5.23,180.0,4.735,5.23,180.0,8.235,5.23,180.0,8.235,2.98,180.0,8.235,0.73,180.0,9.5,6.0,0.0,0.0,off,1995.829
office32_0_164_aout,office32,1.235,5.23,180.0,4.735,5.23,180.0,8.235,5.23,180.0,8.235,2.98,180.0,8.235,0.73,180.0,9.5,6.0,0.0,164.0,a,1392.4726666666668
office32_0_164_bout,office32,1.235,5.23,180.0,4.735,5.23,180.0,8.235,5.23,180.0,8.235,2.98,180.0,8.235,0.73,180.0,9.5,6.0,0.0,164.0,b,2312.3810000000003
office32_0_246_aout,office32,1.235,5.23,180.0,4.735,5.23,180.0,8.235,5.23,180.0,8.235,2.98,180.0,8.235,0.73,180.0,9.5,6.0,0.0,246.0,a,1816.943
office32_0_246_bout,office32,1.235,5.23,180.0,4.735,5.23,180.0,8.235,5.23,180.0,8.235,2.98,180.0,8.235,0.73,180.0,9.5,6.0,0.0,246.0,b,2047.104
office32_0_82_aout,office32,1.235,5.23,180.0,4.735,5.23,180.0,8.235,5.23,180.0,8.235,2.98,180.0,8.235,0.73,180.0,9.5,6.0,0.0,82.0,a,1130.2796666666668
office32_0_82_bout,office32,1.235,5.23,180.0,4.735,5.23,180.0,8.235,5.23,180.0,8.235,2.98,180.0,8.235,0.73,180.0,9.5,6.0,0.0,82.0,b,1604.636
office32_360_0,office32,1.235,5.23,180.0,4.735,5.23,180.0,8.235,5.23,180.0,8.235,2.98,180.0,8.235,0.73,180.0,9.5,6.0,360.0,0.0,off,2787.381333333333
office32_360_164_aout,office32,1.235,5.23,180.0,4.735,5.23,180.0,8.235,5.23,180.0,8.235,2.98,180.0,8.235,0.73,180.0,9.5,6.0,360.0,164.0,a,2705.0170000000003
office32_360_164_bout,office32,1.235,5.23,180.0,4.735,5.23,180.0,8.235,5.23,180.0,8.235,2.98,180.0,8.235,0.73,180.0,9.5,6.0,360.0,164.0,b,2847.653
office32_360_246_aout,office32,1.235,5.23,180.0,4.735,5.23,180.0,8.235,5.23,180.0,8.235,2.98,180.0,8.235,0.73,180.0,9.5,6.0,360.0,246.0,a,2684.6320000000005
office32_360_246_bout,office32,1.235,5.23,180.0,4.735,5.23,180.0,8.235,5.23,180.0,8.235,2.98,180.0,8.235,0.73,180.0,9.5,6.0,360.0,246.0,b,2460.379
office32_360_82_aout,office32,1.235,5.23,180.0,4.735,5.23,180.0,8.235,5.23,180.0,8.235,2.98,180.0,8.235,0.73,180.0,9.5,6.0,360.0,82.0,a,2626.024
office32_360_82_bout,office32,1.235,5.23,180.0,4.735,5.23,180.0,8.235,5.23,180.0,8.235,2.98,180.0,8.235,0.73,180.0,9.5,6.0,360.0,82.0,b,2195.659333333333
office32_660_0,office32,1.235,5.23,180.0,4.735,5.23,180.0,8.235,5.23,180.0,8.235,2.98,180.0,8.235,0.73,180.0,9.5,6.0,660.0,0.0,off,3753.406
office32_660_164_aout,office32,1.235,5.23,180.0,4.735,5.23,180.0,8.235,5.23,180.0,8.235,2.98,180.0,8.235,0.73,180.0,9.5,6.0,660.0,164.0,a,3161.6476666666667
office32_660_164_bout,office32,1.235,5.23,180.0,4.735,5.23,180.0,8.235,5.23,180.0,8.235,2.98,180.0,8.235,0.73,180.0,9.5,6.0,660.0,164.0,b,2949.233666666667
office32_660_246_aout,office32,1.235,5.23,180.0,4.735,5.23,180.0,8.235,5.23,180.0,8.235,2.98,180.0,8.235,0.73,180.0,9.5,6.0,660.0,246.0,a,3097.554333333333
office32_660_246_bout,office32,1.235,5.23,180.0,4.735,5.23,180.0,8.235,5.23,180.0,8.235,2.98,180.0,8.235,0.73,180.0,9.5,6.0,660.0,246.0,b,2856.7073333333333
office32_660_82_aout,office32,1.235,5.23,180.0,4.735,5.23,180.0,8.235,5.23,180.0,8.235,2.98,180.0,8.235,0.73,180.0,9.5,6.0,660.0,82.0,a,3068.391333333334
office32_660_82_bout,office32,1.235,5.23,180.0,4.735,5.23,180.0,8.235,5.23,180.0,8.235,2.98,180.0,8.235,0.73,180.0,9.5,6.0,660.0,82.0,b,3059.003666666667
office32_960_0,office32,1.235,5.23,180.0,4.735,5.23,180.0,8.235,5.23,180.0,8.235,2.98,180.0,8.235,0.73,180.0,9.5,6.0,960.0,0.0,off,2651.9006666666664
office32_960_164_aout,office32,1.235,5.23,180.0,4.735,5.23,180.0,8.235,5.23,180.0,8.235,2.98,180.0,8.235,0.73,180.0,9.5,6.0,960.0,164.0,a,2489.653333333333
office32_960_164_bout,office32,1.235,5.23,180.0,4.735,5.23,180.0,8.235,5.23,180.0,8.235,2.98,180.0,8.235,0.73,180.0,9.5,6.0,960.0,164.0,b,2826.0616666666665
office32_960_246_aout,office32,1.235,5.23,180.0,4.735,5.23,180.0,8.235,5.23,180.0,8.235,2.98,180.0,8.235,0.73,180.0,9.5,6.0,960.0,246.0,a,2729.234
office32_960_246_bout,office32,1.235,5.23,180.0,4.735,5.23,180.0,8.235,5.23,180.0,8.235,2.98,180.0,8.235,0.73,180.0,9.5,6.0,960.0,246.0,b,2340.7816666666668
office32_960_82_aout,office32,1.235,5.23,180.0,4.735,5.23,180.0,8.235,5.23,180.0,8.235,2.98,180.0,8.235,0.73,180.0,9.5,6.0,960.0,82.0,a,2142.4373333333333
office32_960_82_bout,office32,1.235,5.23,180.0,4.735,5.23,180.0,8.235,5.23,180.0,8.235,2.98,180.0,8.235,0.73,180.0,9.5,6.0,960.0,82.0,b,2944.7363333333333
office33_0_0,office33,0.77,4.735,270.0,4.77,4.735,270.0,8.77,4.735,270.0,0.77,0.985,270.0,8.77,0.985,270.0,9.5,6.0,0.0,0.0,off,1848.3696666666667
office33_0_164_aout,office33,0.77,4.735,270.0,4.77,4.735,270.0,8.77,4.735,270.0,0.77,0.985,270.0,8.77,0.985,270.0,9.5,6.0,0.0,164.0,a,1750.805
office33_0_164_bout,office33,0.77,4.735,270.0,4.77,4.735,270.0,8.77,4.735,270.0,0.77,0.985,270.0,8.77,0.985,270.0,9.5,6.0,0.0,164.0,b,2137.15
office33_0_246_aout,office33,0.77,4.735,270.0,4.77,4.735,270.0,8.77,4.735,270.0,0.77,0.985,270.0,8.77,0.985,270.0,9.5,6.0,0.0,246.0,a,2046.3436666666664
office33_0_246_bout,office33,0.77,4.735,270.0,4.77,4.735,270.0,8.77,4.735,270.0,0.77,0.985,270.0,8.77,0.985,270.0,9.5,6.0,0.0,246.0,b,1613.1916666666666
office33_0_82_aout,office33,0.77,4.735,270.0,4.77,4.735,270.0,8.77,4.735,270.0,0.77,0.985,270.0,8.77,0.985,270.0,9.5,6.0,0.0,82.0,a,1889.8856666666663
office33_0_82_bout,office33,0.77,4.735,270.0,4.77,4.735,270.0,8.77,4.735,270.0,0.77,0.985,270.0,8.77,0.985,270.0,9.5,6.0,0.0,82.0,b,1769.591
office33_360_0,office33,0.77,4.735,270.0,4.77,4.735,270.0,8.77,4.735,270.0,0.77,0.985,270.0,8.77,0.985,270.0,9.5,6.0,360.0,0.0,off,1660.3223333333333
office33_360_164_aout,office33,0.77,4.735,270.0,4.77,4.735,270.0,8.77,4.735,270.0,0.77,0.985,270.0,8.77,0.985,270.0,9.5,6.0,360.0,164.0,a,1274.641333333333
office33_360_164_bout,office33,0.77,4.735,270.0,4.77,4.735,270.0,8.77,4.735,270.0,0.77,0.985,270.0,8.77,0.985,270.0,9.5,6.0,360.0,164.0,b,1643.8603333333333
office33_360_246_aout,office33,0.77,4.735,270.0,4.77,4.735,270.0,8.77,4.735,270.0,0.77,0.985,270.0,8.77,0.985,270.0,9.5,6.0,360.0,246.0,a,1522.16
office33_360_246_bout,office33,0.77,4.735,270.0,4.77,4.735,270.0,8.77,4.735,270.0,0.77,0.985,270.0,8.77,0.985,270.0,9.5,6.0,360.0,246.0,b,1321.9143333333334
office33_360_82_aout,office33,0.77,4.735,270.0,4.77,4.735,270.0,8.77,4.735,270.0,0.77,0.985,270.0,8.77,0.985,270.0,9.5,6.0,360.0,82.0,a,1583.8676666666663
office33_360_82_bout,office33,0.77,4.735,270.0,4.77,4.735,270.0,8.77,4.735,270.0,0.77,0.985,270.0,8.77,0.985,270.0,9.5,6.0,360.0,82.0,b,1652.115
office33_660_0,office33,0.77,4.735,270.0,4.77,4.735,270.0,8.77,4.735,270.0,0.77,0.985,270.0,8.77,0.985,270.0,9.5,6.0,660.0,0.0,off,1985.2643333333333
office33_660_164_aout,office33,0.77,4.735,270.0,4.77,4.735,270.0,8.77,4.735,270.0,0.77,0.985,270.0,8.77,0.985,270.0,9.5,6.0,660.0,164.0,a,1558.1146666666668
office33_660_164_bout,office33,0.77,4.735,270.0,4.77,4.735,270.0,8.77,4.735,270.0,0.77,0.985,270.0,8.77,0.985,270.0,9.5,6.0,660.0,164.0,b,1840.631
office33_660_246_aout,office33,0.77,4.735,270.0,4.77,4.735,270.0,8.77,4.735,270.0,0.77,0.985,270.0,8.77,0.985,270.0,9.5,6.0,660.0,246.0,a,1678.965333333333
office33_660_246_bout,office33,0.77,4.735,270.0,4.77,4.735,270.0,8.77,4.735,270.0,0.77,0.985,270.0,8.77,0.985,270.0,9.5,6.0,660.0,246.0,b,2053.3686666666667
office33_660_82_aout,office33,0.77,4.735,270.0,4.77,4.735,270.0,8.77,4.735,270.0,0.77,0.985,270.0,8.77,0.985,270.0,9.5,6.0,660.0,82.0,a,2218.5376666666666
office33_660_82_bout,office33,0.77,4.735,270.0,4.77,4.735,270.0,8.77,4.735,270.0,0.77,0.985,270.0,8.77,0.985,270.0,9.5,6.0,660.0,82.0,b,1813.036333333333
office33_960_0,office33,0.77,4.735,270.0,4.77,4.735,270.0,8.77,4.735,270.0,0.77,0.985,270.0,8.77,0.985,270.0,9.5,6.0,960.0,0.0,off,2186.8773333333334
office33_960_164_aout,office33,0.77,4.735,270.0,4.77,4.735,270.0,8.77,4.735,270.0,0.77,0.985,270.0,8.77,0.985,270.0,9.5,6.0,960.0,164.0,a,1761.0433333333333
office33_960_164_bout,office33,0.77,4.735,270.0,4.77,4.735,270.0,8.77,4.735,270.0,0.77,0.985,270.0,8.77,0.985,270.0,9.5,6.0,960.0,164.0,b,2504.354666666666
office33_960_246_aout,office33,0.77,4.735,270.0,4.77,4.735,270.0,8.77,4.735,270.0,0.77,0.985,270.0,8.77,0.985,270.0,9.5,6.0,960.0,246.0,a,1331.6820000000002
office33_960_246_bout,office33,0.77,4.735,270.0,4.77,4.735,270.0,8.77,4.735,270.0,0.77,0.985,270.0,8.77,0.985,270.0,9.5,6.0,960.0,246.0,b,1495.6439999999998
office33_960_82_aout,office33,0.77,4.735,270.0,4.77,4.735,270.0,8.77,4.735,270.0,0.77,0.985,270.0,8.77,0.985,270.0,9.5,6.0,960.0,82.0,a,2227.621
office33_960_82_bout,office33,0.77,4.735,270.0,4.77,4.735,270.0,8.77,4.735,270.0,0.77,0.985,270.0,8.77,0.985,270.0,9.5,6.0,960.0,82.0,b,1771.486666666667
